gene tissue chr pos LRstat logP
FBgn0000003 Body 3R 90000 103.285503920914 18.6460963750977
FBgn0000003 Body 3R 1e+05 104.031317486616 18.8003879438236
FBgn0000003 Body 3R 110000 103.126514153023 18.613212078599
FBgn0000003 Body 3R 120000 102.353237614756 18.4533086300083
FBgn0000003 Body 3R 130000 102.771685301033 18.5398307909524
FBgn0000003 Body 3R 140000 104.12409449174 18.8195851254979
FBgn0000003 Body 3R 150000 123.373613156033 22.8186672825264
FBgn0000003 Body 3R 160000 101.244755422923 18.2241930863991
FBgn0000003 Body 3R 170000 101.675859546135 18.3132846035009
FBgn0000003 Body 3R 180000 114.854224180736 21.0450782296735
FBgn0000003 Body 3R 190000 101.203183431919 18.2156028597267
FBgn0000003 Body 3R 2e+05 101.62693902616 18.3031737955585
FBgn0000003 Body 3R 210000 110.8716751741 20.2179100478733
FBgn0000003 Body 3R 220000 101.713143395995 18.3209905267763
FBgn0000003 Body 3R 230000 106.857280735062 19.3854947307887
FBgn0000003 Body 3R 240000 101.652299723503 18.3084152702159
FBgn0000003 Body 3R 250000 101.28040015207 18.2315586734974
FBgn0000003 Body 3R 260000 101.958662460562 18.3717385406846
FBgn0000003 Body 3R 270000 104.883444988533 18.9767390068175
FBgn0000003 Body 3R 280000 104.002307061395 18.7943853507595
FBgn0000003 Body 3R 290000 102.580203510789 18.5002360693647
FBgn0000003 Body 3R 3e+05 103.038008332974 18.5949072470799
FBgn0000003 Body 3R 310000 105.939203240259 19.1953276839518
FBgn0000003 Body 3R 320000 107.691433824869 19.5583448924469
FBgn0000003 Body 3R 330000 106.64991414106 19.3425348227991
FBgn0000003 Body 3R 340000 116.477609829567 21.3826188180049
FBgn0000003 Body 3R 350000 106.693060581586 19.3514730983338
FBgn0000003 Body 3R 360000 104.564405953542 18.9107045234849
FBgn0000003 Body 3R 370000 103.336633114385 18.656672094207
FBgn0000003 Body 3R 380000 103.067932881385 18.6010961756817
FBgn0000003 Body 3R 390000 113.473980347815 20.7582570083311
FBgn0000003 Body 3R 4e+05 106.15733313504 19.2405032192384
FBgn0000003 Body 3R 410000 103.194874036427 18.6273508402837
FBgn0000003 Body 3R 420000 108.129214288973 19.6490853097052
FBgn0000003 Body 3R 430000 103.366996081741 18.6629525843255
FBgn0000003 Body 3R 440000 105.667257470931 19.1390128774947
FBgn0000003 Body 3R 450000 103.152107935396 18.6185055446552
FBgn0000003 Body 3R 460000 107.196158804063 19.455708186115
FBgn0000003 Body 3R 470000 105.337107326078 19.070654347557
FBgn0000003 Body 3R 480000 103.966618526153 18.7870010907452
FBgn0000003 Body 3R 490000 103.363741012623 18.662279278584
FBgn0000003 Body 3R 5e+05 105.977645520761 19.2032889063912
FBgn0000003 Body 3R 510000 102.975241891104 18.5819263169078
FBgn0000003 Body 3R 520000 104.759494258707 18.9510826182961
