gene tissue chr pos LRstat logP
FBgn0000024 Body 3R 90000 44.0557355342353 6.68096877934462
FBgn0000024 Body 3R 1e+05 44.6094757213527 6.78827259398099
FBgn0000024 Body 3R 110000 43.9795525674408 6.66621813129888
FBgn0000024 Body 3R 120000 43.509693136758 6.57530899924661
FBgn0000024 Body 3R 130000 43.9689702631081 6.66416940486359
FBgn0000024 Body 3R 140000 43.506916749046 6.57477215804178
FBgn0000024 Body 3R 150000 93.2442933312991 16.5744334246826
FBgn0000024 Body 3R 160000 48.6316637727555 7.57204225992764
FBgn0000024 Body 3R 170000 58.5495732983759 9.53185466939819
FBgn0000024 Body 3R 180000 47.4012638540848 7.33150953308367
FBgn0000024 Body 3R 190000 43.6350266279533 6.59954759620429
FBgn0000024 Body 3R 2e+05 44.3403670473581 6.73610549276311
FBgn0000024 Body 3R 210000 50.1827695022262 7.87617387720709
FBgn0000024 Body 3R 220000 43.6798627935109 6.60822056219109
FBgn0000024 Body 3R 230000 44.3931259908836 6.7463300416387
FBgn0000024 Body 3R 240000 43.7530968691635 6.62238895886557
FBgn0000024 Body 3R 250000 46.236539415991 7.10443130842557
FBgn0000024 Body 3R 260000 43.8687033224978 6.64476063208892
FBgn0000024 Body 3R 270000 44.1970187990046 6.70833202220677
FBgn0000024 Body 3R 280000 44.1381740189263 6.69693394654644
FBgn0000024 Body 3R 290000 45.2361528475994 6.9098932468832
FBgn0000024 Body 3R 3e+05 46.6247993454563 7.1800593227581
FBgn0000024 Body 3R 310000 43.60811537576 6.59434246747539
FBgn0000024 Body 3R 320000 45.7529391249527 7.01032995180232
FBgn0000024 Body 3R 330000 43.8929329303814 6.64945031133943
FBgn0000024 Body 3R 340000 61.7246777546984 10.165915952949
FBgn0000024 Body 3R 350000 51.3231787273594 8.10038973944263
FBgn0000024 Body 3R 360000 44.26798482187 6.72208027270504
FBgn0000024 Body 3R 370000 43.5055977447469 6.57451711730753
FBgn0000024 Body 3R 380000 43.7026783486795 6.61263432913682
FBgn0000024 Body 3R 390000 56.870953344102 9.19781990681042
FBgn0000024 Body 3R 4e+05 45.8300470106665 7.02532664413491
FBgn0000024 Body 3R 410000 45.4430132772045 6.9500809733253
FBgn0000024 Body 3R 420000 45.2055683094159 6.90395319610119
FBgn0000024 Body 3R 430000 43.5557308636157 6.58421141893134
FBgn0000024 Body 3R 440000 44.9218992794385 6.84888133713401
FBgn0000024 Body 3R 450000 51.2229145105011 8.08065669866654
FBgn0000024 Body 3R 460000 47.1040901996575 7.27351359998689
FBgn0000024 Body 3R 470000 46.0979324983755 7.0774493192897
FBgn0000024 Body 3R 480000 49.1298729773584 7.66962076414002
FBgn0000024 Body 3R 490000 45.9166363407053 7.0421707161659
FBgn0000024 Body 3R 5e+05 43.8427851265719 6.63974445637128
FBgn0000024 Body 3R 510000 54.1855550416567 8.66529072683963
FBgn0000024 Body 3R 520000 53.4692513796604 8.52365106766153
FBgn0000024 Body 3R 530000 43.8750680513758 6.64599250644514
FBgn0000024 Body 3R 540000 45.4887059042658 6.9589606567149
FBgn0000024 Body 3R 550000 45.645755082799 6.98948842230815
FBgn0000024 Body 3R 560000 44.7103149770414 6.80782969328877
FBgn0000024 Body 3R 570000 45.0865431875154 6.88084074906127
FBgn0000024 Body 3R 580000 46.7082121823119 7.19631606551954
FBgn0000024 Body 3R 590000 45.3896563505468 6.93971311152942
FBgn0000024 Body 3R 6e+05 48.3719139563605 7.52120931779273
FBgn0000024 Body 3R 610000 47.9508055683509 7.43885959345286
FBgn0000024 Body 3R 620000 44.878669434338 6.84049208488415
FBgn0000024 Body 3R 630000 47.5252537887127 7.35571876499166
FBgn0000024 Body 3R 640000 45.9206847875275 7.04295833966063
FBgn0000024 Body 3R 650000 44.4158365190169 6.75073171293648
FBgn0000024 Body 3R 660000 45.7154212528712 7.00303412575743
FBgn0000024 Body 3R 670000 44.8357853659768 6.83217083922796
FBgn0000024 Body 3R 680000 45.5331772589452 6.96760396132704
FBgn0000024 Body 3R 690000 45.1239866435717 6.88811082607453
FBgn0000024 Body 3R 7e+05 44.3556690845944 6.73907084508857
FBgn0000024 Body 3R 710000 44.8692805998467 6.83867019374286
FBgn0000024 Body 3R 720000 43.9877634445979 6.6678077904351
FBgn0000024 Body 3R 730000 43.6583872085239 6.60406626349556
FBgn0000024 Body 3R 740000 43.4446142474089 6.56272642588117
FBgn0000024 Body 3R 750000 45.8867558459942 7.03635771733235
FBgn0000024 Body 3R 760000 43.4498820900662 6.56374484646123
FBgn0000024 Body 3R 770000 53.5857928677115 8.54668348104375
FBgn0000024 Body 3R 780000 43.3722111922775 6.54873036698381
FBgn0000024 Body 3R 790000 42.9282309053751 6.462965858956
FBgn0000024 Body 3R 8e+05 43.4539112633852 6.56452380754518
FBgn0000024 Body 3R 810000 42.2130063314253 6.32502642718093
FBgn0000024 Body 3R 820000 41.4901113769688 6.18589373629431
FBgn0000024 Body 3R 830000 39.5915851341751 5.82193284273992
FBgn0000024 Body 3R 840000 39.997362064536 5.89954172054123
FBgn0000024 Body 3R 850000 50.9195170090838 8.02096829248507
FBgn0000024 Body 3R 860000 38.5576593641463 5.6246511211074
FBgn0000024 Body 3R 870000 40.303613837355 5.9581819426827
FBgn0000024 Body 3R 880000 36.5800950113721 5.24929020389636
FBgn0000024 Body 3R 890000 35.5086866986717 5.04708609627425
FBgn0000024 Body 3R 9e+05 34.6677257433648 4.88898386106335
FBgn0000024 Body 3R 910000 34.9991975257717 4.95123531235698
FBgn0000024 Body 3R 920000 33.9390141500517 4.75243940380234
FBgn0000024 Body 3R 930000 35.4137949780761 5.02921886586832
FBgn0000024 Body 3R 940000 31.8428904672801 4.36218983652249
FBgn0000024 Body 3R 950000 50.4675379863843 7.93211481917877
FBgn0000024 Body 3R 960000 47.3100674800103 7.31370762652973
FBgn0000024 Body 3R 970000 30.3971078989339 4.09537999826842
FBgn0000024 Body 3R 980000 29.50811253137 3.93236518839982
FBgn0000024 Body 3R 990000 28.9905113110394 3.83784061724222
FBgn0000024 Body 3R 1e+06 28.5459096617465 3.75688407922122
FBgn0000024 Body 3R 1010000 38.849885239571 5.6803410371371
FBgn0000024 Body 3R 1020000 27.4665884858723 3.56130403394609
FBgn0000024 Body 3R 1030000 26.980211524824 3.47362943268061
FBgn0000024 Body 3R 1040000 27.2123038492973 3.51542982013456
FBgn0000024 Body 3R 1050000 27.1225192196866 3.49925138231018
