gene tissue chr pos LRstat logP
FBgn0000039 Body 3R 90000 12.3928840215547 1.05376070820052
FBgn0000039 Body 3R 1e+05 12.0436044290427 1.00377736600451
FBgn0000039 Body 3R 110000 12.4862696036272 1.06722439189816
FBgn0000039 Body 3R 120000 11.7028830009474 0.955605714030804
FBgn0000039 Body 3R 130000 15.0070370675525 1.44479299301193
FBgn0000039 Body 3R 140000 13.8069927892747 1.26183322797806
FBgn0000039 Body 3R 150000 16.2528905032534 1.64009402565648
FBgn0000039 Body 3R 160000 10.6368944990547 0.808939278198928
FBgn0000039 Body 3R 170000 11.6064493040191 0.942080654600754
FBgn0000039 Body 3R 180000 10.5204162351222 0.793310981979376
FBgn0000039 Body 3R 190000 10.6234712698545 0.807134043862836
FBgn0000039 Body 3R 2e+05 10.7920894763478 0.829889130514204
FBgn0000039 Body 3R 210000 10.6825206667514 0.815083456627927
FBgn0000039 Body 3R 220000 13.3673143325888 1.1962100859583
FBgn0000039 Body 3R 230000 11.3307088084746 0.903680770804155
FBgn0000039 Body 3R 240000 14.4897327608095 1.36526254719006
FBgn0000039 Body 3R 250000 14.6077721534222 1.38332427538226
FBgn0000039 Body 3R 260000 15.1599493199068 1.46848428328408
FBgn0000039 Body 3R 270000 10.7683110272363 0.826669974342415
FBgn0000039 Body 3R 280000 10.3470740561283 0.770207296343504
FBgn0000039 Body 3R 290000 11.8860507465442 0.98142858938586
FBgn0000039 Body 3R 3e+05 10.2150034264134 0.752730745242056
FBgn0000039 Body 3R 310000 10.336047928456 0.768744022895808
FBgn0000039 Body 3R 320000 12.6645213786539 1.09303740611152
FBgn0000039 Body 3R 330000 12.1760964484358 1.02266724627208
FBgn0000039 Body 3R 340000 10.1312735075453 0.741708618750237
FBgn0000039 Body 3R 350000 10.391366735297 0.776093037107531
FBgn0000039 Body 3R 360000 14.0954257258869 1.30530784848679
FBgn0000039 Body 3R 370000 10.0683481870981 0.733455013638734
FBgn0000039 Body 3R 380000 10.4997603037015 0.790548138235765
FBgn0000039 Body 3R 390000 11.9503094056683 0.990528461179382
FBgn0000039 Body 3R 4e+05 12.1538138313985 1.01948426152055
FBgn0000039 Body 3R 410000 10.3016290703158 0.764181228978707
FBgn0000039 Body 3R 420000 10.0241296163001 0.727670532196837
FBgn0000039 Body 3R 430000 9.95254371597412 0.718333243795308
FBgn0000039 Body 3R 440000 13.276555548255 1.18276476524496
FBgn0000039 Body 3R 450000 11.301274026277 0.899606012375086
FBgn0000039 Body 3R 460000 10.1256234079877 0.740966472662369
FBgn0000039 Body 3R 470000 10.5414520759241 0.796127326010724
FBgn0000039 Body 3R 480000 11.2501718402469 0.892543097678115
FBgn0000039 Body 3R 490000 10.0285484758929 0.728248011839601
FBgn0000039 Body 3R 5e+05 11.3984830439404 0.913081021131078
FBgn0000039 Body 3R 510000 9.96463125905404 0.719907501930468
FBgn0000039 Body 3R 520000 11.3680548388892 0.908857544790414
FBgn0000039 Body 3R 530000 10.1760085905114 0.747591893504061
FBgn0000039 Body 3R 540000 9.89036544577198 0.710250629907551
FBgn0000039 Body 3R 550000 9.88962526120667 0.710154568099596
FBgn0000039 Body 3R 560000 9.87554145588388 0.708327459096153
FBgn0000039 Body 3R 570000 10.0584157890969 0.732154585973286
FBgn0000039 Body 3R 580000 10.2456241370361 0.756772847442533
FBgn0000039 Body 3R 590000 10.1288777329789 0.741393906192865
FBgn0000039 Body 3R 6e+05 10.5155187274725 0.792655676967035
FBgn0000039 Body 3R 610000 10.2121678869893 0.752356741293809
FBgn0000039 Body 3R 620000 9.87857690105307 0.708721138587267
FBgn0000039 Body 3R 630000 10.2542750148564 0.757915893289289
FBgn0000039 Body 3R 640000 10.0406780958247 0.729833832622252
FBgn0000039 Body 3R 650000 9.84203636008101 0.703986159048385
FBgn0000039 Body 3R 660000 10.0997908882055 0.737575981547965
FBgn0000039 Body 3R 670000 9.87975601295284 0.708874079179132
FBgn0000039 Body 3R 680000 9.99925631951805 0.72442235566212
FBgn0000039 Body 3R 690000 9.91716626817743 0.713731333194649
FBgn0000039 Body 3R 7e+05 9.71841796675085 0.688034551590904
FBgn0000039 Body 3R 710000 9.54370886123513 0.665669671290012
FBgn0000039 Body 3R 720000 9.41155149640099 0.648894515043116
FBgn0000039 Body 3R 730000 9.36021359494396 0.642411741284831
FBgn0000039 Body 3R 740000 9.62969474210342 0.676650368908762
FBgn0000039 Body 3R 750000 8.71605617860791 0.56274112585216
FBgn0000039 Body 3R 760000 8.36461293364221 0.52065093586288
FBgn0000039 Body 3R 770000 9.17971697590167 0.619771724332717
FBgn0000039 Body 3R 780000 8.69214708726724 0.55984580162336
FBgn0000039 Body 3R 790000 8.47570489332566 0.533845808245749
FBgn0000039 Body 3R 8e+05 11.1107746283408 0.87335066063397
FBgn0000039 Body 3R 810000 9.0605400352008 0.604955587295676
FBgn0000039 Body 3R 820000 11.8020945145915 0.969571019108565
FBgn0000039 Body 3R 830000 7.73380986659197 0.447757137486719
FBgn0000039 Body 3R 840000 6.43158283752041 0.309491290630325
FBgn0000039 Body 3R 850000 6.64127593045089 0.3305341987814
FBgn0000039 Body 3R 860000 6.86410632288221 0.35343451160025
FBgn0000039 Body 3R 870000 6.49677972308325 0.315980065091831
FBgn0000039 Body 3R 880000 5.65041095208039 0.235742489702047
FBgn0000039 Body 3R 890000 5.50901008795086 0.223228153301556
FBgn0000039 Body 3R 9e+05 5.35010087173089 0.209489237946708
FBgn0000039 Body 3R 910000 5.35077042467435 0.209546391913637
FBgn0000039 Body 3R 920000 5.09541221208383 0.188210092988448
FBgn0000039 Body 3R 930000 6.46687574214411 0.312997759547495
FBgn0000039 Body 3R 940000 4.9971499915838 0.180251435599936
FBgn0000039 Body 3R 950000 7.45043639991923 0.416198139311254
FBgn0000039 Body 3R 960000 13.4385952193966 1.20679438706351
FBgn0000039 Body 3R 970000 8.66759600041109 0.556877501142772
FBgn0000039 Body 3R 980000 6.41636343521805 0.307983645911242
FBgn0000039 Body 3R 990000 6.44075031363593 0.31040072452311
FBgn0000039 Body 3R 1e+06 5.02077879261299 0.182152217727629
FBgn0000039 Body 3R 1010000 4.30046982729141 0.12808195179532
FBgn0000039 Body 3R 1020000 4.43820293712872 0.137781926025582
FBgn0000039 Body 3R 1030000 5.42159986540469 0.215627751711961
FBgn0000039 Body 3R 1040000 4.15642505650169 0.118276270479445
FBgn0000039 Body 3R 1050000 7.03309389522303 0.371159339397777
FBgn0000039 Body 3R 1060000 4.92684665754564 0.174645184554592
FBgn0000039 Body 3R 1070000 7.40996577683381 0.41175417589544
FBgn0000039 Body 3R 1080000 4.1957029398086 0.120915272089562
FBgn0000039 Body 3R 1090000 6.60931449068732 0.327294604800219
FBgn0000039 Body 3R 1100000 4.36533320913077 0.132611000204188
FBgn0000039 Body 3R 1110000 4.17267958141679 0.119365193391725
FBgn0000039 Body 3R 1120000 4.67477502439112 0.155161396833881
