gene tissue chr pos LRstat logP
FBgn0000008 Body 3R 90000 46.156854767687 7.08891836403129
FBgn0000008 Body 3R 1e+05 45.6996644863261 6.99997022114649
FBgn0000008 Body 3R 110000 46.0767299010895 7.07332269197615
FBgn0000008 Body 3R 120000 47.5361701003985 7.35785051620415
FBgn0000008 Body 3R 130000 45.6989794508227 6.99983701859897
FBgn0000008 Body 3R 140000 51.1316931946817 8.06270672038267
FBgn0000008 Body 3R 150000 69.3852398540507 11.7062989484361
FBgn0000008 Body 3R 160000 45.8385400361826 7.026978621719
FBgn0000008 Body 3R 170000 47.6545472287348 7.3809707080804
FBgn0000008 Body 3R 180000 52.1870377266664 8.27056268403181
FBgn0000008 Body 3R 190000 45.0009991639231 6.86423395084764
FBgn0000008 Body 3R 2e+05 45.4101378236714 6.94369273500791
FBgn0000008 Body 3R 210000 52.7084476671484 8.37340932475439
FBgn0000008 Body 3R 220000 45.8711210559773 7.03331626756759
FBgn0000008 Body 3R 230000 49.7254256152733 7.7863989605296
FBgn0000008 Body 3R 240000 45.3536007701232 6.93270787213275
FBgn0000008 Body 3R 250000 45.0650865657162 6.87667500632624
FBgn0000008 Body 3R 260000 45.1838164591991 6.89972888240018
FBgn0000008 Body 3R 270000 47.9219392703999 7.43321744404041
FBgn0000008 Body 3R 280000 45.5106688401888 6.96322918198477
FBgn0000008 Body 3R 290000 47.0866768109654 7.27011645036788
FBgn0000008 Body 3R 3e+05 46.8710990742575 7.22807100131222
FBgn0000008 Body 3R 310000 45.3740573901327 6.93668231265837
FBgn0000008 Body 3R 320000 45.5152530788951 6.96412016379913
FBgn0000008 Body 3R 330000 45.7862551581734 7.01680923430371
FBgn0000008 Body 3R 340000 47.6208387474544 7.37438649244574
FBgn0000008 Body 3R 350000 45.399326409718 6.94159201355605
FBgn0000008 Body 3R 360000 45.2276672390981 6.90824514842967
FBgn0000008 Body 3R 370000 49.5485529383236 7.75170203094383
FBgn0000008 Body 3R 380000 45.2173533791279 6.90624200870172
FBgn0000008 Body 3R 390000 52.8934268233215 8.40991959351011
FBgn0000008 Body 3R 4e+05 47.2544667031457 7.30285593433614
FBgn0000008 Body 3R 410000 45.1920780340588 6.90133329294527
FBgn0000008 Body 3R 420000 48.3554209486201 7.51798260697903
FBgn0000008 Body 3R 430000 47.4276289514428 7.3366567931789
FBgn0000008 Body 3R 440000 56.1493795947526 9.05449830830637
FBgn0000008 Body 3R 450000 45.8567269835212 7.03051627727574
FBgn0000008 Body 3R 460000 71.9210256275483 12.2190825511077
FBgn0000008 Body 3R 470000 47.1736611275655 7.28708743006399
FBgn0000008 Body 3R 480000 45.954257098947 7.04949011370107
FBgn0000008 Body 3R 490000 51.9708476979549 8.22794900003417
FBgn0000008 Body 3R 5e+05 53.1137799302128 8.4534277836288
FBgn0000008 Body 3R 510000 47.1154314949504 7.27572622767025
FBgn0000008 Body 3R 520000 45.1050897073746 6.8844416838549
FBgn0000008 Body 3R 530000 46.1993518866211 7.09719130318357
FBgn0000008 Body 3R 540000 46.5934978241321 7.17395963099756
FBgn0000008 Body 3R 550000 45.2034726863958 6.90354620609801
FBgn0000008 Body 3R 560000 44.9183484644045 6.84819222586847
FBgn0000008 Body 3R 570000 45.1754568615283 6.89810546927558
FBgn0000008 Body 3R 580000 45.0219464500847 6.86830015177663
FBgn0000008 Body 3R 590000 45.365473264038 6.93501451030493
FBgn0000008 Body 3R 6e+05 45.6088095597643 6.98230576766494
FBgn0000008 Body 3R 610000 45.8882543030686 7.03664921956509
FBgn0000008 Body 3R 620000 44.8881352424787 6.84232895638115
FBgn0000008 Body 3R 630000 45.6079396503037 6.98213665459981
FBgn0000008 Body 3R 640000 46.4192482698545 7.14001200529648
FBgn0000008 Body 3R 650000 44.97317263697 6.85883271080403
FBgn0000008 Body 3R 660000 45.4946955880932 6.9601247367522
FBgn0000008 Body 3R 670000 45.3641685648909 6.93476102454445
FBgn0000008 Body 3R 680000 45.9882779288641 7.05610968928463
FBgn0000008 Body 3R 690000 45.4683219943013 6.95499922329203
FBgn0000008 Body 3R 7e+05 44.8267078103845 6.83040954158743
FBgn0000008 Body 3R 710000 44.9806780521753 6.86028950468471
FBgn0000008 Body 3R 720000 45.4015595457395 6.9420259204567
FBgn0000008 Body 3R 730000 44.9609968262498 6.85646945611169
FBgn0000008 Body 3R 740000 44.821032633005 6.829308420272
FBgn0000008 Body 3R 750000 53.9800385623989 8.62463439264762
FBgn0000008 Body 3R 760000 48.641939392649 7.57405378018008
FBgn0000008 Body 3R 770000 58.2244722478222 9.46709533039171
FBgn0000008 Body 3R 780000 44.9071375778572 6.84601655509363
FBgn0000008 Body 3R 790000 45.6180359461891 6.98409942758909
FBgn0000008 Body 3R 8e+05 47.8627957849767 7.4216585014727
FBgn0000008 Body 3R 810000 45.2094299966816 6.90470317820446
FBgn0000008 Body 3R 820000 46.5218153615842 7.15999263614569
FBgn0000008 Body 3R 830000 52.268200841972 8.28656536269225
FBgn0000008 Body 3R 840000 49.708501161389 7.78307836111515
FBgn0000008 Body 3R 850000 52.4152086867521 8.31555658121497
FBgn0000008 Body 3R 860000 47.3094273512206 7.31358268377265
FBgn0000008 Body 3R 870000 45.0790193171606 6.87937998534225
FBgn0000008 Body 3R 880000 55.444913865073 8.91473515860591
FBgn0000008 Body 3R 890000 52.3848688469752 8.3095726560538
FBgn0000008 Body 3R 9e+05 52.2478557376426 8.28255375489239
FBgn0000008 Body 3R 910000 56.6133195989046 9.14662892608073
FBgn0000008 Body 3R 920000 53.5382220661149 8.53728135910789
