gene tissue chr pos LRstat logP
FBgn0000014 Body 3R 90000 31.8032737288331 4.35485207283301
FBgn0000014 Body 3R 1e+05 31.6069006110811 4.31850181189313
FBgn0000014 Body 3R 110000 31.6850377795249 4.33296129242513
FBgn0000014 Body 3R 120000 31.7639394508697 4.34756807766052
FBgn0000014 Body 3R 130000 31.9555087662302 4.38305684349223
FBgn0000014 Body 3R 140000 31.8670932023988 4.36667335794854
FBgn0000014 Body 3R 150000 62.5704906629144 10.3352869511471
FBgn0000014 Body 3R 160000 31.893943687081 4.37164800944942
FBgn0000014 Body 3R 170000 33.106240217 4.5969358498071
FBgn0000014 Body 3R 180000 37.2791455007214 5.38166895901384
FBgn0000014 Body 3R 190000 31.7105919051269 4.3376913963268
FBgn0000014 Body 3R 2e+05 31.9266917550412 4.37771622723555
FBgn0000014 Body 3R 210000 36.4110880489775 5.21733783517148
FBgn0000014 Body 3R 220000 31.6577775661312 4.32791606694342
FBgn0000014 Body 3R 230000 32.0285195857095 4.39659127771798
FBgn0000014 Body 3R 240000 31.9997710077132 4.39126140077596
FBgn0000014 Body 3R 250000 33.7859565077488 4.72381511722512
FBgn0000014 Body 3R 260000 31.6860987573818 4.33315766866594
FBgn0000014 Body 3R 270000 34.1709577803181 4.79585360587077
FBgn0000014 Body 3R 280000 37.4606680309366 5.4160998272749
FBgn0000014 Body 3R 290000 32.6717920515275 4.51604865115426
FBgn0000014 Body 3R 3e+05 32.9004170631515 4.5585942545223
FBgn0000014 Body 3R 310000 31.6570206856136 4.32777599612074
FBgn0000014 Body 3R 320000 31.9795679926356 4.38751629561494
FBgn0000014 Body 3R 330000 37.0406534576327 5.33646707421484
FBgn0000014 Body 3R 340000 43.3575312745775 6.54589296153182
FBgn0000014 Body 3R 350000 40.728586807526 6.03964768971549
FBgn0000014 Body 3R 360000 37.1417165768758 5.35561691474559
FBgn0000014 Body 3R 370000 31.6879388639577 4.3334982562429
FBgn0000014 Body 3R 380000 35.8128988970948 5.10441249569747
FBgn0000014 Body 3R 390000 47.7756036390347 7.40462052362093
FBgn0000014 Body 3R 4e+05 39.400329477699 5.78538862746617
FBgn0000014 Body 3R 410000 34.4290643679533 4.84421659553512
FBgn0000014 Body 3R 420000 37.1483149381747 5.35686744748931
FBgn0000014 Body 3R 430000 31.5065242211767 4.29993538278959
FBgn0000014 Body 3R 440000 31.4871628613651 4.29635524985493
FBgn0000014 Body 3R 450000 45.8325452907948 7.02581258083987
FBgn0000014 Body 3R 460000 34.3463216498426 4.82870670356021
FBgn0000014 Body 3R 470000 37.4906691217307 5.42179257216714
FBgn0000014 Body 3R 480000 52.0582139453891 8.24516787335471
FBgn0000014 Body 3R 490000 38.855638172729 5.68143793618211
FBgn0000014 Body 3R 5e+05 32.1590145892533 4.42079412294527
FBgn0000014 Body 3R 510000 36.9716882374105 5.32340339460853
FBgn0000014 Body 3R 520000 35.1630864360836 4.9820460252478
FBgn0000014 Body 3R 530000 31.4221935301143 4.28434430164127
FBgn0000014 Body 3R 540000 31.449536575346 4.28939874817365
FBgn0000014 Body 3R 550000 31.5128219453495 4.30109997960953
FBgn0000014 Body 3R 560000 31.4156644534805 4.28313748727673
FBgn0000014 Body 3R 570000 31.4158967452586 4.28318042267245
FBgn0000014 Body 3R 580000 31.8292982334515 4.35967213452106
FBgn0000014 Body 3R 590000 31.5718671283371 4.31202065031832
FBgn0000014 Body 3R 6e+05 32.5259285814773 4.48892867467089
FBgn0000014 Body 3R 610000 32.3612835607501 4.45833962842726
FBgn0000014 Body 3R 620000 31.4058564571137 4.28132468413164
FBgn0000014 Body 3R 630000 31.798944609618 4.35405032754627
FBgn0000014 Body 3R 640000 31.5882322418192 4.31504803642587
FBgn0000014 Body 3R 650000 31.422592100856 4.28441797354632
FBgn0000014 Body 3R 660000 31.4017203191852 4.28056023306841
FBgn0000014 Body 3R 670000 31.4310198377643 4.28597579386783
FBgn0000014 Body 3R 680000 31.5243516563637 4.30323219114441
FBgn0000014 Body 3R 690000 31.5069258343588 4.30000964935485
FBgn0000014 Body 3R 7e+05 31.3454883035351 4.27016892136624
FBgn0000014 Body 3R 710000 31.251697268598 4.25284370716466
FBgn0000014 Body 3R 720000 31.1585905955872 4.23565331026457
FBgn0000014 Body 3R 730000 31.3394305963402 4.26904967735897
FBgn0000014 Body 3R 740000 32.3044311717399 4.44778283237012
FBgn0000014 Body 3R 750000 38.9566356139489 5.70069835743566
FBgn0000014 Body 3R 760000 33.5934194720958 4.68783535787887
FBgn0000014 Body 3R 770000 40.0063471924359 5.90126135788208
FBgn0000014 Body 3R 780000 35.3749958140666 5.02191532653807
FBgn0000014 Body 3R 790000 31.9714302093507 4.38600787230025
FBgn0000014 Body 3R 8e+05 35.986206109822 5.13710196598083
FBgn0000014 Body 3R 810000 29.2106249880085 3.87800213407178
FBgn0000014 Body 3R 820000 29.6978293633965 3.96708387268362
FBgn0000014 Body 3R 830000 31.1602644310483 4.23596227836082
FBgn0000014 Body 3R 840000 32.3514687858865 4.45651693508674
FBgn0000014 Body 3R 850000 42.2741933041534 6.33681616827356
FBgn0000014 Body 3R 860000 29.3780455258657 3.90858487438067
FBgn0000014 Body 3R 870000 30.0538730780918 4.03234352630081
FBgn0000014 Body 3R 880000 27.8683707465566 3.63394833294824
FBgn0000014 Body 3R 890000 27.3700402711838 3.54387686392825
FBgn0000014 Body 3R 9e+05 27.0077907121954 3.47859296603881
FBgn0000014 Body 3R 910000 30.0944348464345 4.03978653965049
FBgn0000014 Body 3R 920000 26.5314300163918 3.39299691943591
FBgn0000014 Body 3R 930000 29.3181929758739 3.89764809835547
FBgn0000014 Body 3R 940000 26.3377039550769 3.35827083918855
FBgn0000014 Body 3R 950000 35.4759408909144 5.04091958787273
FBgn0000014 Body 3R 960000 39.5613512860091 5.81615438692324
FBgn0000014 Body 3R 970000 26.3063589802982 3.35265678392519
FBgn0000014 Body 3R 980000 25.4762389800781 3.20445998869134
FBgn0000014 Body 3R 990000 27.9297462094478 3.64506239889823
FBgn0000014 Body 3R 1e+06 27.638507602047 3.59236401675118
FBgn0000014 Body 3R 1010000 24.7343555312336 3.07283226165542
FBgn0000014 Body 3R 1020000 27.1612836785116 3.5062351781562
FBgn0000014 Body 3R 1030000 25.4626699041778 3.20204545415059
FBgn0000014 Body 3R 1040000 24.4140996794558 3.01626043990984
FBgn0000014 Body 3R 1050000 25.3678823974938 3.18518581914182
FBgn0000014 Body 3R 1060000 24.3543993632338 3.00573170759516
FBgn0000014 Body 3R 1070000 24.4144832823913 3.01632810950729
FBgn0000014 Body 3R 1080000 25.3137374662006 3.17556087996101
FBgn0000014 Body 3R 1090000 25.7504050168563 3.25330116499195
FBgn0000014 Body 3R 1100000 27.944575076705 3.64774832917233
FBgn0000014 Body 3R 1110000 27.5232572273826 3.57153818694667
