gene tissue chr pos LRstat logP
FBgn0000036 Body 3R 90000 45.4817631832013 6.95761137771709
FBgn0000036 Body 3R 1e+05 45.255950307049 6.91373849953748
FBgn0000036 Body 3R 110000 45.8260221284399 7.02454377653541
FBgn0000036 Body 3R 120000 45.8764635322402 7.0343555313628
FBgn0000036 Body 3R 130000 46.254484246082 7.10792519964346
FBgn0000036 Body 3R 140000 45.3970224216885 6.94114434234347
FBgn0000036 Body 3R 150000 60.601417962707 9.94128244612109
FBgn0000036 Body 3R 160000 45.6652383993044 6.99327647453631
FBgn0000036 Body 3R 170000 49.0698295199006 7.65785527868208
FBgn0000036 Body 3R 180000 45.2351607096818 6.90970054930682
FBgn0000036 Body 3R 190000 51.1688051071008 8.07000899479582
FBgn0000036 Body 3R 2e+05 46.3844989031804 7.13324373371149
FBgn0000036 Body 3R 210000 45.19089191079 6.901102943953
FBgn0000036 Body 3R 220000 48.675319036018 7.58058837130649
FBgn0000036 Body 3R 230000 45.951534097499 7.0489603113079
FBgn0000036 Body 3R 240000 50.8643533859224 8.01011956554308
FBgn0000036 Body 3R 250000 49.3770404073812 7.71806871774344
FBgn0000036 Body 3R 260000 46.8453950948299 7.22305919168424
FBgn0000036 Body 3R 270000 45.1127002715548 6.88591937570795
FBgn0000036 Body 3R 280000 45.7373109810219 7.00729078016802
FBgn0000036 Body 3R 290000 45.6904514283785 6.99817879567588
FBgn0000036 Body 3R 3e+05 45.7742395220343 7.01447238007766
FBgn0000036 Body 3R 310000 46.6526696702604 7.18549075688875
FBgn0000036 Body 3R 320000 45.6086997764082 6.98228442542425
FBgn0000036 Body 3R 330000 44.5464443754997 6.7760506438336
FBgn0000036 Body 3R 340000 44.5372069787838 6.77425965310105
FBgn0000036 Body 3R 350000 44.2914841871161 6.72663336417334
FBgn0000036 Body 3R 360000 44.4286713416027 6.75321942518454
FBgn0000036 Body 3R 370000 46.5646725352103 7.16834287516225
FBgn0000036 Body 3R 380000 44.7496759044593 6.81546484460025
FBgn0000036 Body 3R 390000 47.2226839040266 7.29665345137454
FBgn0000036 Body 3R 4e+05 44.0260441774906 6.67521954833304
FBgn0000036 Body 3R 410000 44.2554016382915 6.71964234711967
FBgn0000036 Body 3R 420000 44.2318492373461 6.71507940752786
FBgn0000036 Body 3R 430000 48.3181243988147 7.51068629401884
FBgn0000036 Body 3R 440000 53.9246250271317 8.6136746858409
FBgn0000036 Body 3R 450000 45.975064799678 7.05353869097768
FBgn0000036 Body 3R 460000 47.0304117519804 7.25914071907502
FBgn0000036 Body 3R 470000 45.9603634371156 7.05067820963708
FBgn0000036 Body 3R 480000 53.1280353272018 8.45624307300804
FBgn0000036 Body 3R 490000 44.0518739098086 6.68022101551386
FBgn0000036 Body 3R 5e+05 44.5153007806366 6.77001254404111
FBgn0000036 Body 3R 510000 52.2105873814196 8.27520564715115
FBgn0000036 Body 3R 520000 54.836933263573 8.79424467074847
FBgn0000036 Body 3R 530000 46.9999136001322 7.25319197978311
FBgn0000036 Body 3R 540000 45.2356607985164 6.90979767879433
FBgn0000036 Body 3R 550000 47.7512725978636 7.39986665131406
FBgn0000036 Body 3R 560000 46.5924902012036 7.17376328408987
FBgn0000036 Body 3R 570000 47.9782083505106 7.44421601998998
FBgn0000036 Body 3R 580000 48.9766607222612 7.63960185091616
FBgn0000036 Body 3R 590000 53.2212623937157 8.4746562051079
FBgn0000036 Body 3R 6e+05 54.405912875319 8.70889909635511
FBgn0000036 Body 3R 610000 54.3019019995547 8.68831349369421
FBgn0000036 Body 3R 620000 49.1535850041953 7.67426753364259
FBgn0000036 Body 3R 630000 51.9209260865193 8.21811129853568
FBgn0000036 Body 3R 640000 50.6438926212111 7.96677450769772
FBgn0000036 Body 3R 650000 46.2873335564202 7.11432140626653
FBgn0000036 Body 3R 660000 47.513675041514 7.35345770974816
