gene tissue chr pos LRstat logP
FBgn0000032 Body 3R 90000 36.0329050119853 5.14591420830176
FBgn0000032 Body 3R 1e+05 35.1169698223366 4.97337410084204
FBgn0000032 Body 3R 110000 35.853107666444 5.11199473668638
FBgn0000032 Body 3R 120000 37.871668996353 5.49414133215354
FBgn0000032 Body 3R 130000 34.2394193981718 4.80867639266996
FBgn0000032 Body 3R 140000 36.6369136797834 5.26003694266281
FBgn0000032 Body 3R 150000 52.7751703186232 8.38657729285569
FBgn0000032 Body 3R 160000 33.5328683432635 4.67652650949061
FBgn0000032 Body 3R 170000 35.4996898415384 5.04539177675074
FBgn0000032 Body 3R 180000 43.7130846215887 6.61464755631451
FBgn0000032 Body 3R 190000 33.3650996746551 4.64520940884301
FBgn0000032 Body 3R 2e+05 33.3555125364746 4.64342051859007
FBgn0000032 Body 3R 210000 37.8935007249702 5.49828998493451
FBgn0000032 Body 3R 220000 34.7712307888673 4.90841311306531
FBgn0000032 Body 3R 230000 37.8656779153857 5.49300291168315
FBgn0000032 Body 3R 240000 34.760204872623 4.90634299961659
FBgn0000032 Body 3R 250000 33.6810990379145 4.70421634164618
FBgn0000032 Body 3R 260000 33.8089173687922 4.72810793040148
FBgn0000032 Body 3R 270000 38.946719662852 5.69880707542633
FBgn0000032 Body 3R 280000 35.3206611443079 5.01168933089976
FBgn0000032 Body 3R 290000 38.0872599481504 5.53512382257863
FBgn0000032 Body 3R 3e+05 34.0361200803031 4.77060987821985
FBgn0000032 Body 3R 310000 33.50389842816 4.67111703339217
FBgn0000032 Body 3R 320000 33.7533008108971 4.71771049511917
FBgn0000032 Body 3R 330000 35.5055213962605 5.0464899884505
FBgn0000032 Body 3R 340000 37.549989243018 5.43305046188843
FBgn0000032 Body 3R 350000 34.1341338848138 4.78895811525913
FBgn0000032 Body 3R 360000 33.6328212147555 4.69519589893648
FBgn0000032 Body 3R 370000 33.729708106966 4.71330065485527
FBgn0000032 Body 3R 380000 33.6350017551763 4.69560327847209
FBgn0000032 Body 3R 390000 43.0687717886226 6.49010313831155
FBgn0000032 Body 3R 4e+05 39.7290452210973 5.84821209935268
FBgn0000032 Body 3R 410000 33.639853671029 4.69650975218445
FBgn0000032 Body 3R 420000 40.0180889048379 5.90350864395484
FBgn0000032 Body 3R 430000 34.7031281930408 4.89562840658472
FBgn0000032 Body 3R 440000 41.3311484512274 6.15533828705728
FBgn0000032 Body 3R 450000 34.4700023419632 4.85189234867146
FBgn0000032 Body 3R 460000 50.3538791988831 7.9097834505865
FBgn0000032 Body 3R 470000 35.5441008085418 5.05375600363639
FBgn0000032 Body 3R 480000 36.2756881633086 5.19175417032652
FBgn0000032 Body 3R 490000 38.2021371157871 5.55697395175183
FBgn0000032 Body 3R 5e+05 41.6491175217488 6.21647186333925
FBgn0000032 Body 3R 510000 38.6011464610451 5.63293501056231
FBgn0000032 Body 3R 520000 33.7222369491765 4.71190427746329
FBgn0000032 Body 3R 530000 38.2829790037254 5.57235568188626
FBgn0000032 Body 3R 540000 40.9137878195597 6.07518342563495
FBgn0000032 Body 3R 550000 37.3030662000574 5.38620488825274
FBgn0000032 Body 3R 560000 35.0027130454214 4.95189600151028
FBgn0000032 Body 3R 570000 36.915252070808 5.31271551897944
FBgn0000032 Body 3R 580000 34.1126397047019 4.78493371751501
FBgn0000032 Body 3R 590000 33.72151870995 4.71177003928713
FBgn0000032 Body 3R 6e+05 33.7402872867833 4.71527800907737
FBgn0000032 Body 3R 610000 33.6932286976016 4.70648300919608
FBgn0000032 Body 3R 620000 34.4517672712236 4.84847315821445
FBgn0000032 Body 3R 630000 33.7270458797993 4.71280307281698
FBgn0000032 Body 3R 640000 33.706347269967 4.70893461378836
FBgn0000032 Body 3R 650000 34.0394090736177 4.77122545138852
FBgn0000032 Body 3R 660000 33.6983368370757 4.70743760337755
FBgn0000032 Body 3R 670000 33.7440152941313 4.71597483317607
FBgn0000032 Body 3R 680000 33.8251463616575 4.73114240408989
FBgn0000032 Body 3R 690000 33.8519646665341 4.7361573332664
FBgn0000032 Body 3R 7e+05 33.90001708311 4.74514446411818
FBgn0000032 Body 3R 710000 33.7682813816759 4.72051083675802
FBgn0000032 Body 3R 720000 33.854107254127 4.73655801549202
FBgn0000032 Body 3R 730000 33.734524783667 4.71420092814197
FBgn0000032 Body 3R 740000 35.6699604434516 5.07746815960365
FBgn0000032 Body 3R 750000 41.9736741286083 6.2789308173603
FBgn0000032 Body 3R 760000 38.5162984053432 5.61677338646241
FBgn0000032 Body 3R 770000 50.8699803103273 8.01122612812687
FBgn0000032 Body 3R 780000 36.1304732071203 5.16433087064715
FBgn0000032 Body 3R 790000 35.0896877817704 4.96824467167807
FBgn0000032 Body 3R 8e+05 35.9721975280231 5.1344588144343
FBgn0000032 Body 3R 810000 34.3594829767949 4.83117338719875
FBgn0000032 Body 3R 820000 38.9179605396585 5.69332216743589
FBgn0000032 Body 3R 830000 42.5366950658458 6.38741925781085
FBgn0000032 Body 3R 840000 41.6135341096106 6.20962765154108
FBgn0000032 Body 3R 850000 41.2174128406773 6.13348519085376
FBgn0000032 Body 3R 860000 39.8936239278323 5.87969114896615
