gene tissue chr pos LRstat logP
FBgn0000042 Body 3R 90000 56.2480852856033 9.07409386497529
FBgn0000042 Body 3R 1e+05 53.809894559171 8.59098662784617
FBgn0000042 Body 3R 110000 54.6693545379349 8.76105527914693
FBgn0000042 Body 3R 120000 56.8328807900944 9.19025370832864
FBgn0000042 Body 3R 130000 51.0825526902499 8.0530384665009
FBgn0000042 Body 3R 140000 50.5299374858268 7.94437705605795
FBgn0000042 Body 3R 150000 85.4475257347967 14.9740479052477
FBgn0000042 Body 3R 160000 49.8244061627456 7.80582137940926
FBgn0000042 Body 3R 170000 53.1972609771137 8.46991542842701
FBgn0000042 Body 3R 180000 57.5450928141699 9.33186662549725
FBgn0000042 Body 3R 190000 49.7724272904443 7.7956213543095
FBgn0000042 Body 3R 2e+05 49.6419874128605 7.77002939868598
FBgn0000042 Body 3R 210000 57.838868416371 9.39032482361734
FBgn0000042 Body 3R 220000 49.6453488375128 7.77068881501926
FBgn0000042 Body 3R 230000 54.7378013755824 8.77461021161533
FBgn0000042 Body 3R 240000 49.5162346044635 7.74536354601667
FBgn0000042 Body 3R 250000 49.4809237358231 7.73843863053981
FBgn0000042 Body 3R 260000 49.4713255119714 7.73655638305119
FBgn0000042 Body 3R 270000 55.7438982336134 8.97403284151151
FBgn0000042 Body 3R 280000 56.4234220222052 9.10891024725945
FBgn0000042 Body 3R 290000 49.6963462667918 7.78069362657618
FBgn0000042 Body 3R 3e+05 49.4620120632344 7.73473001686564
FBgn0000042 Body 3R 310000 52.3428349431761 8.30128286618096
FBgn0000042 Body 3R 320000 51.1333447296429 8.06303167120478
FBgn0000042 Body 3R 330000 50.0169410075005 7.84361270719016
FBgn0000042 Body 3R 340000 51.7425825339797 8.18297395174821
FBgn0000042 Body 3R 350000 49.4950181585809 7.74120266732317
FBgn0000042 Body 3R 360000 49.392637197695 7.72112672612333
FBgn0000042 Body 3R 370000 49.4762466739721 7.73752143658754
FBgn0000042 Body 3R 380000 49.9454606952013 7.82958060290219
FBgn0000042 Body 3R 390000 66.4221868132627 11.1088515740316
FBgn0000042 Body 3R 4e+05 55.9082369726329 9.00663855350181
FBgn0000042 Body 3R 410000 49.7045561035375 7.78230435233713
FBgn0000042 Body 3R 420000 58.5212812860682 9.52621772731791
FBgn0000042 Body 3R 430000 49.2820085558769 7.69943830279652
FBgn0000042 Body 3R 440000 51.5421964685938 8.14350795443364
FBgn0000042 Body 3R 450000 58.0633814382218 9.43501807521589
FBgn0000042 Body 3R 460000 59.6896667344645 9.75920245867322
FBgn0000042 Body 3R 470000 49.2232788206966 7.68792654659315
FBgn0000042 Body 3R 480000 53.7741427872497 8.5839176125939
FBgn0000042 Body 3R 490000 49.442568203398 7.73091719211053
FBgn0000042 Body 3R 5e+05 51.0582818491403 8.04826358877042
FBgn0000042 Body 3R 510000 49.1488203291701 7.67333379702417
FBgn0000042 Body 3R 520000 52.4143102054832 8.31537936897534
FBgn0000042 Body 3R 530000 49.440367650288 7.73048568649267
FBgn0000042 Body 3R 540000 50.5849891053749 7.95519661167529
FBgn0000042 Body 3R 550000 49.3463450342697 7.71205067305831
FBgn0000042 Body 3R 560000 49.1578370442003 7.67510081672429
FBgn0000042 Body 3R 570000 49.5828919158866 7.75843728222993
FBgn0000042 Body 3R 580000 49.2631476200595 7.69574117125063
FBgn0000042 Body 3R 590000 49.3926901277464 7.72113710410335
FBgn0000042 Body 3R 6e+05 49.7206610474659 7.78546413457756
FBgn0000042 Body 3R 610000 49.6774694015576 7.77699019042932
FBgn0000042 Body 3R 620000 49.1946417492636 7.68231383938669
FBgn0000042 Body 3R 630000 49.4212562693219 7.72673822610585
FBgn0000042 Body 3R 640000 49.5648356004403 7.75489565468527
FBgn0000042 Body 3R 650000 49.0575705763176 7.65545332789528
FBgn0000042 Body 3R 660000 49.3637124287889 7.71545562611041
FBgn0000042 Body 3R 670000 49.2209567349382 7.68747141810136
FBgn0000042 Body 3R 680000 49.5819447852355 7.75825150549647
FBgn0000042 Body 3R 690000 49.1642736172198 7.67636222246067
FBgn0000042 Body 3R 7e+05 49.045002135812 7.65299080048682
FBgn0000042 Body 3R 710000 49.0070262867875 7.64555061118761
FBgn0000042 Body 3R 720000 48.9917705456219 7.6425618902649
FBgn0000042 Body 3R 730000 49.01297539196 7.64671611430442
FBgn0000042 Body 3R 740000 51.1815044054219 8.07250787548985
FBgn0000042 Body 3R 750000 57.2940512390232 9.28193286415941
FBgn0000042 Body 3R 760000 53.6983674261 8.56893640428789
FBgn0000042 Body 3R 770000 65.7281488130429 10.9691979849994
FBgn0000042 Body 3R 780000 52.3207374014091 8.29692511965215
FBgn0000042 Body 3R 790000 51.4965299771975 8.13451605780057
FBgn0000042 Body 3R 8e+05 58.8187511846536 9.58549783292883
FBgn0000042 Body 3R 810000 51.4160403779279 8.11866928043367
FBgn0000042 Body 3R 820000 55.017644791662 8.83004556252403
FBgn0000042 Body 3R 830000 60.1956797098273 9.86022635551481
FBgn0000042 Body 3R 840000 58.1473721888378 9.45174179142378
FBgn0000042 Body 3R 850000 64.8257620416034 10.7877908460879
FBgn0000042 Body 3R 860000 54.3748757121566 8.70275590478281
FBgn0000042 Body 3R 870000 48.7676324220647 7.59866260460511
FBgn0000042 Body 3R 880000 57.4469034961712 9.3123338524713
FBgn0000042 Body 3R 890000 52.9528781346562 8.42165640461246
FBgn0000042 Body 3R 9e+05 52.6717782332689 8.36617315622789
FBgn0000042 Body 3R 910000 54.2297245826085 8.67403046328304
FBgn0000042 Body 3R 920000 53.2844378658028 8.4871356428764
FBgn0000042 Body 3R 930000 48.7046534902029 7.58633143905805
FBgn0000042 Body 3R 940000 52.2122372376207 8.27553093435199
FBgn0000042 Body 3R 950000 53.1429413905216 8.45918693924857
FBgn0000042 Body 3R 960000 61.974618555545 10.2159461046395
FBgn0000042 Body 3R 970000 49.8414423077065 7.80916468741884
FBgn0000042 Body 3R 980000 49.7966265282193 7.80036993387735
FBgn0000042 Body 3R 990000 49.0636197739677 7.6566385670441
FBgn0000042 Body 3R 1e+06 49.9056102154445 7.82175855054255
FBgn0000042 Body 3R 1010000 51.9459248255025 8.22303750903668
FBgn0000042 Body 3R 1020000 52.486867762078 8.32969122832054
FBgn0000042 Body 3R 1030000 48.8881530642129 7.62226495868562
FBgn0000042 Body 3R 1040000 48.8683438988783 7.61838518287076
FBgn0000042 Body 3R 1050000 50.508045331484 7.94007481629298
FBgn0000042 Body 3R 1060000 48.6212127179424 7.56999644267718
FBgn0000042 Body 3R 1070000 48.9142467234433 7.62737584975877
FBgn0000042 Body 3R 1080000 48.8304569556058 7.61096519209517
FBgn0000042 Body 3R 1090000 48.7880975382841 7.60266999616631
FBgn0000042 Body 3R 1100000 51.5033630766029 8.13586146970501
FBgn0000042 Body 3R 1110000 48.6568517389715 7.57697304909499
FBgn0000042 Body 3R 1120000 48.861519721514 7.61704865364316
FBgn0000042 Body 3R 1130000 49.6537868416981 7.77234413262998
FBgn0000042 Body 3R 1140000 48.4864886311625 7.54362802319958
FBgn0000042 Body 3R 1150000 49.5230416195473 7.74669854748062
FBgn0000042 Body 3R 1160000 49.2609356906714 7.69530759713246
FBgn0000042 Body 3R 1170000 49.2822182133659 7.69947940079854
FBgn0000042 Body 3R 1180000 48.3988138861387 7.52647229858144
FBgn0000042 Body 3R 1190000 48.5280962853785 7.55177072426696
FBgn0000042 Body 3R 1200000 48.8510237455694 7.61499303296252
FBgn0000042 Body 3R 1210000 49.8007679942584 7.80118263104293
FBgn0000042 Body 3R 1220000 48.7758923904457 7.6002800152234
FBgn0000042 Body 3R 1230000 48.3633822221909 7.5195401451734
FBgn0000042 Body 3R 1240000 49.2066277153017 7.68466298123927
FBgn0000042 Body 3R 1250000 48.1371572964799 7.47529217692202
FBgn0000042 Body 3R 1260000 48.3136077608333 7.50980274565348
FBgn0000042 Body 3R 1270000 48.0842121224505 7.46493964321854
FBgn0000042 Body 3R 1280000 48.8938598291797 7.62338270235786
FBgn0000042 Body 3R 1290000 48.260504386988 7.49941527265402
FBgn0000042 Body 3R 1300000 47.9505846759002 7.43881641688493
FBgn0000042 Body 3R 1310000 48.9886846683203 7.64195735411164
FBgn0000042 Body 3R 1320000 49.6436714704487 7.77035976252729
FBgn0000042 Body 3R 1330000 47.9641295470319 7.44146399336333
FBgn0000042 Body 3R 1340000 48.0500295957754 7.45825646767476
FBgn0000042 Body 3R 1350000 48.2215116685202 7.49178873021404
FBgn0000042 Body 3R 1360000 48.3067017970734 7.5084518122463
FBgn0000042 Body 3R 1370000 48.0611244830734 7.46042562262496
FBgn0000042 Body 3R 1380000 48.036564074624 7.45562390262915
