gene tissue chr pos LRstat logP
FBgn0000043 Body 3R 90000 33.2525977947057 4.62422233893259
FBgn0000043 Body 3R 1e+05 32.604930165825 4.50361485435538
FBgn0000043 Body 3R 110000 32.7933714239598 4.53866801987924
FBgn0000043 Body 3R 120000 33.2750449301743 4.62840895322797
FBgn0000043 Body 3R 130000 32.6099819728133 4.50455416132975
FBgn0000043 Body 3R 140000 34.0939490005248 4.78143452831508
FBgn0000043 Body 3R 150000 74.6955397051406 12.7815981603714
FBgn0000043 Body 3R 160000 33.7319964148305 4.713728354469
FBgn0000043 Body 3R 170000 39.173347949557 5.74204784551948
FBgn0000043 Body 3R 180000 41.2925834456896 6.14792759670826
FBgn0000043 Body 3R 190000 33.2485431958985 4.62346616210502
FBgn0000043 Body 3R 2e+05 33.4436121891176 4.6598622272209
FBgn0000043 Body 3R 210000 43.6056794408905 6.59387133157238
FBgn0000043 Body 3R 220000 32.5772379110349 4.49846630401599
FBgn0000043 Body 3R 230000 33.8254345792288 4.73119629658108
FBgn0000043 Body 3R 240000 32.639313399633 4.51000834558056
FBgn0000043 Body 3R 250000 33.3179895569983 4.63641976029768
FBgn0000043 Body 3R 260000 32.5018440820113 4.4844525437293
FBgn0000043 Body 3R 270000 35.4747758770013 5.04070021399361
FBgn0000043 Body 3R 280000 33.8600174233743 4.7376632875551
FBgn0000043 Body 3R 290000 39.4410398065106 5.79316544899181
FBgn0000043 Body 3R 3e+05 35.9560303098287 5.13140855080783
FBgn0000043 Body 3R 310000 32.3651504739769 4.45905777348162
FBgn0000043 Body 3R 320000 32.8077034394269 4.5413352974641
FBgn0000043 Body 3R 330000 39.0152551367905 5.71188021874285
FBgn0000043 Body 3R 340000 39.8811340332099 5.87730161769875
FBgn0000043 Body 3R 350000 38.770771241951 5.66525870884584
FBgn0000043 Body 3R 360000 35.2749908800611 5.00309576627665
FBgn0000043 Body 3R 370000 32.2223394628581 4.43254458381545
FBgn0000043 Body 3R 380000 36.646130821387 5.26178050066791
FBgn0000043 Body 3R 390000 57.5704428887911 9.33690998601929
FBgn0000043 Body 3R 4e+05 37.6363976660118 5.44945353975788
FBgn0000043 Body 3R 410000 33.8467321481521 4.73517882359133
FBgn0000043 Body 3R 420000 47.7664559647833 7.40283319317809
FBgn0000043 Body 3R 430000 32.301155857886 4.44717473581991
FBgn0000043 Body 3R 440000 33.4096707907165 4.65352708654344
