gene tissue chr pos LRstat logP
FBgn0000017 Body 3R 90000 55.5812726109621 8.94177563060149
FBgn0000017 Body 3R 1e+05 54.9463578896434 8.8159215636836
FBgn0000017 Body 3R 110000 55.1007308723533 8.84650944962372
FBgn0000017 Body 3R 120000 55.7907102753193 8.98331972006047
FBgn0000017 Body 3R 130000 55.2032228880466 8.86682185988459
FBgn0000017 Body 3R 140000 55.4630490910395 8.9183310946341
FBgn0000017 Body 3R 150000 78.1658621605038 13.4871681407843
FBgn0000017 Body 3R 160000 54.6930406277434 8.76574579772907
FBgn0000017 Body 3R 170000 54.8625195274735 8.79931292241305
FBgn0000017 Body 3R 180000 69.2781197081663 11.6846666292413
FBgn0000017 Body 3R 190000 54.9045846935496 8.80764587020653
FBgn0000017 Body 3R 2e+05 55.1049465900155 8.84734487435945
FBgn0000017 Body 3R 210000 65.423534492435 10.9079395374501
FBgn0000017 Body 3R 220000 55.7751524837631 8.98023318510802
FBgn0000017 Body 3R 230000 62.855656623321 10.3924324633837
FBgn0000017 Body 3R 240000 55.465113640676 8.91874046985261
FBgn0000017 Body 3R 250000 56.2708094238328 9.07860561618788
FBgn0000017 Body 3R 260000 56.0101976224387 9.02687248332425
FBgn0000017 Body 3R 270000 59.83472387539 9.78815527865533
FBgn0000017 Body 3R 280000 60.1524439473574 9.85159166058131
FBgn0000017 Body 3R 290000 55.1672411690311 8.85969041688313
FBgn0000017 Body 3R 3e+05 56.6206897690436 9.148093065693
FBgn0000017 Body 3R 310000 56.0145020321602 9.02772676009981
FBgn0000017 Body 3R 320000 57.7059570350657 9.3638736421411
FBgn0000017 Body 3R 330000 55.4157662434859 8.90895585960931
FBgn0000017 Body 3R 340000 57.835503017172 9.38965499732017
FBgn0000017 Body 3R 350000 55.7218579100604 8.96966058382744
FBgn0000017 Body 3R 360000 55.8001585706611 8.98519422056095
FBgn0000017 Body 3R 370000 61.7637964769679 10.1737451753397
FBgn0000017 Body 3R 380000 55.8851132856903 9.00205015963702
FBgn0000017 Body 3R 390000 59.9268291122698 9.80654220058156
FBgn0000017 Body 3R 4e+05 56.1483560015649 9.05429511565345
FBgn0000017 Body 3R 410000 55.7707456511839 8.97935892082857
FBgn0000017 Body 3R 420000 55.8868776800477 9.00240025933733
FBgn0000017 Body 3R 430000 58.1824156673442 9.45872005416379
FBgn0000017 Body 3R 440000 73.7866576770143 12.5971668039256
FBgn0000017 Body 3R 450000 57.6753610771302 9.35778538539254
FBgn0000017 Body 3R 460000 83.5345251620774 14.5826408367953
FBgn0000017 Body 3R 470000 57.07833634915 9.23904126437792
FBgn0000017 Body 3R 480000 58.2754112454886 9.47724018375297
FBgn0000017 Body 3R 490000 57.6673995550482 9.35620117722348
FBgn0000017 Body 3R 5e+05 58.6201243230098 9.5459123860932
FBgn0000017 Body 3R 510000 55.7990034974514 8.98496505753636
FBgn0000017 Body 3R 520000 58.9036394764535 9.60241920959866
FBgn0000017 Body 3R 530000 55.8908085897342 9.00318025314176
FBgn0000017 Body 3R 540000 57.2446440464932 9.2721077352597
FBgn0000017 Body 3R 550000 55.7445132129992 8.97415484054076
FBgn0000017 Body 3R 560000 55.7739302541668 8.97999070835569
FBgn0000017 Body 3R 570000 55.8731768330545 8.99968169706883
FBgn0000017 Body 3R 580000 56.5680885379747 9.13764381046967
FBgn0000017 Body 3R 590000 57.1329649815198 9.24990197326109
FBgn0000017 Body 3R 6e+05 58.1902170540875 9.46027360638018
FBgn0000017 Body 3R 610000 58.7839367674674 9.57855864001867
FBgn0000017 Body 3R 620000 56.0933453406756 9.04337548653155
FBgn0000017 Body 3R 630000 57.7262312320481 9.36790813905435
FBgn0000017 Body 3R 640000 57.7658865239464 9.37579976830686
FBgn0000017 Body 3R 650000 56.1678216899941 9.05815929097542
FBgn0000017 Body 3R 660000 57.5498207386413 9.33280722435693
FBgn0000017 Body 3R 670000 56.8436367919762 9.19239121402068
FBgn0000017 Body 3R 680000 58.0610530516874 9.43455449142465
FBgn0000017 Body 3R 690000 57.5385747670716 9.33056990112783
FBgn0000017 Body 3R 7e+05 56.2145831306916 9.06744249832566
FBgn0000017 Body 3R 710000 56.5515958093088 9.13436770274709
FBgn0000017 Body 3R 720000 57.2962500640201 9.28237014058679
FBgn0000017 Body 3R 730000 56.5779628851551 9.13960528705119
FBgn0000017 Body 3R 740000 56.552246026914 9.13449686003861
FBgn0000017 Body 3R 750000 63.8034919014117 10.5825220190466
FBgn0000017 Body 3R 760000 60.8278682427135 9.9865411769368
FBgn0000017 Body 3R 770000 69.3250628792093 11.6941462418806
FBgn0000017 Body 3R 780000 57.0454136192084 9.2324963480405
FBgn0000017 Body 3R 790000 57.3830387933663 9.29963084635935
FBgn0000017 Body 3R 8e+05 58.9746271949648 9.61657129952119
FBgn0000017 Body 3R 810000 56.0017030057056 9.02518661251403
FBgn0000017 Body 3R 820000 57.0605825557027 9.23551183454086
FBgn0000017 Body 3R 830000 63.6550151899141 10.5527298454725
FBgn0000017 Body 3R 840000 64.4955580731244 10.7214588209596
FBgn0000017 Body 3R 850000 65.0579378774578 10.834446609689
FBgn0000017 Body 3R 860000 59.2238732826431 9.66627249818309
FBgn0000017 Body 3R 870000 56.4124030488874 9.10672193737235
FBgn0000017 Body 3R 880000 62.8577725285345 10.3928565561691
FBgn0000017 Body 3R 890000 64.4050996080159 10.7032919873493
FBgn0000017 Body 3R 9e+05 60.2977423783491 9.88061155179827
FBgn0000017 Body 3R 910000 63.1992069359289 10.4613055815592
FBgn0000017 Body 3R 920000 59.6637890303891 9.75403800051802
FBgn0000017 Body 3R 930000 56.5140892122981 9.12691772935316
FBgn0000017 Body 3R 940000 56.2551386270211 9.07549424908634
FBgn0000017 Body 3R 950000 59.9740723142222 9.81597426504436
FBgn0000017 Body 3R 960000 71.3456549184498 12.1026168712144
FBgn0000017 Body 3R 970000 61.6500277475757 10.1509766286677
FBgn0000017 Body 3R 980000 56.8667598738657 9.1969865119377
FBgn0000017 Body 3R 990000 56.4439318165837 9.11298348635169
FBgn0000017 Body 3R 1e+06 56.8720430607646 9.19803647399462
FBgn0000017 Body 3R 1010000 60.2022735325231 9.86154326607967
FBgn0000017 Body 3R 1020000 58.462643280363 9.514535356907
FBgn0000017 Body 3R 1030000 57.0625189943494 9.23589679115253
FBgn0000017 Body 3R 1040000 60.9125171224591 10.0034628535791
FBgn0000017 Body 3R 1050000 63.7735786173744 10.5765194102886
FBgn0000017 Body 3R 1060000 57.2590122009246 9.27496491328937
FBgn0000017 Body 3R 1070000 60.1441069567627 9.8499267247221
FBgn0000017 Body 3R 1080000 56.5683468440152 9.13769512093907
FBgn0000017 Body 3R 1090000 56.6967197510785 9.16319798783878
FBgn0000017 Body 3R 1100000 60.0609856007104 9.83332806712104
FBgn0000017 Body 3R 1110000 56.3606487981137 9.09644433094773
FBgn0000017 Body 3R 1120000 56.5147613352956 9.12705122992301
FBgn0000017 Body 3R 1130000 56.8772474804264 9.19907079063076
FBgn0000017 Body 3R 1140000 56.2566984926675 9.07580394998062
FBgn0000017 Body 3R 1150000 57.6335788599213 9.34947164563485
FBgn0000017 Body 3R 1160000 57.1052432975794 9.2443905148047
FBgn0000017 Body 3R 1170000 56.609828545299 9.14593540804043
FBgn0000017 Body 3R 1180000 56.2920438693295 9.0828217456307
FBgn0000017 Body 3R 1190000 56.4553469272769 9.11525058157091
FBgn0000017 Body 3R 1200000 56.3826820428812 9.1008196942526
FBgn0000017 Body 3R 1210000 58.5604502766623 9.53402187730655
FBgn0000017 Body 3R 1220000 56.8545355209685 9.19455712021871
FBgn0000017 Body 3R 1230000 56.3487775012245 9.09408699177089
FBgn0000017 Body 3R 1240000 57.7105718831808 9.36479197042717
FBgn0000017 Body 3R 1250000 55.9346221344949 9.01187432659649
FBgn0000017 Body 3R 1260000 56.3389786858202 9.09214122865115
FBgn0000017 Body 3R 1270000 56.1251121762266 9.04968109284577
FBgn0000017 Body 3R 1280000 56.9497990813384 9.21349043830138
FBgn0000017 Body 3R 1290000 56.1182323973603 9.04831545330684
FBgn0000017 Body 3R 1300000 56.4112064830556 9.10648430803251
FBgn0000017 Body 3R 1310000 55.7053799446603 8.96639186392649
FBgn0000017 Body 3R 1320000 64.4979768521039 10.7219446134394
FBgn0000017 Body 3R 1330000 56.7757977059814 9.1789103748993
FBgn0000017 Body 3R 1340000 56.3748668791823 9.09926774088428
FBgn0000017 Body 3R 1350000 55.8728915625134 8.99962509349392
FBgn0000017 Body 3R 1360000 55.6613191632578 8.95765199701062
FBgn0000017 Body 3R 1370000 55.6861047658658 8.96256837493262
FBgn0000017 Body 3R 1380000 56.7381914304542 9.17143795530047
FBgn0000017 Body 3R 1390000 57.3957680332296 9.30216265569613
FBgn0000017 Body 3R 1400000 57.7871133709564 9.38002422736634
FBgn0000017 Body 3R 1410000 56.6207720255461 9.14810940666091
FBgn0000017 Body 3R 1420000 57.3229375276374 9.28767754751692
FBgn0000017 Body 3R 1430000 58.2381806870239 9.4698253848308
FBgn0000017 Body 3R 1440000 59.0843904912686 9.63845655822778
FBgn0000017 Body 3R 1450000 57.4306159033672 9.30909405095948
FBgn0000017 Body 3R 1460000 57.4984472497677 9.32258706986562
FBgn0000017 Body 3R 1470000 56.9854139259414 9.22056949588269
FBgn0000017 Body 3R 1480000 57.0114617933191 9.22574720294547
FBgn0000017 Body 3R 1490000 57.0117073123479 9.22579600738977
FBgn0000017 Body 3R 1500000 57.0115059354193 9.22575597754166
FBgn0000017 Body 3R 1510000 57.0113881114899 9.22573255642356
FBgn0000017 Body 3R 1520000 57.0113313269326 9.2257212687535
FBgn0000017 Body 3R 1530000 57.0112543224236 9.22570596175031
FBgn0000017 Body 3R 1540000 57.0111567598606 9.22568656820724
FBgn0000017 Body 3R 1550000 57.0110947084372 9.22567423359073
FBgn0000017 Body 3R 1560000 57.0110227828814 9.22565993619015
FBgn0000017 Body 3R 1570000 57.0109491369685 9.22564529681775
FBgn0000017 Body 3R 1580000 57.010875941261 9.22563074693906
FBgn0000017 Body 3R 1590000 57.0107516004718 9.22560603041973
FBgn0000017 Body 3R 1600000 57.0106136279396 9.22557860418185
FBgn0000017 Body 3R 1610000 57.0106466707798 9.22558517245095
FBgn0000017 Body 3R 1620000 57.0107074346101 9.22559725111055
FBgn0000017 Body 3R 1630000 57.0106826384454 9.22559232211841
FBgn0000017 Body 3R 1640000 57.0106935145363 9.22559448407236
FBgn0000017 Body 3R 1650000 57.0106683946747 9.22558949073573
FBgn0000017 Body 3R 1660000 57.0106617029669 9.22558816055528
FBgn0000017 Body 3R 1670000 57.010673035345 9.22559041321011
FBgn0000017 Body 3R 1680000 57.0106433295277 9.2255845082755
FBgn0000017 Body 3R 1690000 57.0106220500775 9.22558027833777
FBgn0000017 Body 3R 1700000 57.0106325174415 9.22558235904462
FBgn0000017 Body 3R 1710000 57.0106153859356 9.22557895363698
FBgn0000017 Body 3R 1720000 57.010610121878 9.22557790724553
FBgn0000017 Body 3R 1730000 57.010622331989 9.22558033437626
FBgn0000017 Body 3R 1740000 57.0106186394974 9.22557960038129
FBgn0000017 Body 3R 1750000 57.0105908543464 9.225574077238
FBgn0000017 Body 3R 1760000 57.0105671452257 9.22556936432978
FBgn0000017 Body 3R 1770000 57.0105644836713 9.22556883526497
FBgn0000017 Body 3R 1780000 57.0105274275929 9.22556146924374
FBgn0000017 Body 3R 1790000 57.0105323181642 9.22556244139332
FBgn0000017 Body 3R 1800000 57.0105130194647 9.22555860519069
FBgn0000017 Body 3R 1810000 57.0105045309792 9.22555691784644
FBgn0000017 Body 3R 1820000 57.0105037523849 9.22555676307718
FBgn0000017 Body 3R 1830000 57.0104959685782 9.22555521580925
FBgn0000017 Body 3R 1840000 57.0104719405149 9.22555043950222
FBgn0000017 Body 3R 1850000 57.0105008572623 9.22555618758364
FBgn0000017 Body 3R 1860000 57.0104961385564 9.22555524959758
FBgn0000017 Body 3R 1870000 57.0105577603545 9.22556749880149
FBgn0000017 Body 3R 1880000 57.0105493863266 9.22556583420906
FBgn0000017 Body 3R 1890000 57.0105393759227 9.22556384433719
FBgn0000017 Body 3R 1900000 57.010511861245 9.22555837495936
FBgn0000017 Body 3R 1910000 57.0104976459224 9.22555554923235
FBgn0000017 Body 3R 1920000 57.0104826612014 9.22555257056411
FBgn0000017 Body 3R 1930000 57.0104516151609 9.22554639922122
FBgn0000017 Body 3R 1940000 57.0104458747855 9.2255452581474
FBgn0000017 Body 3R 1950000 57.0104388711211 9.22554386595657
FBgn0000017 Body 3R 1960000 57.0104392806011 9.22554394735314
FBgn0000017 Body 3R 1970000 57.0104214028461 9.22554039360689
FBgn0000017 Body 3R 1980000 57.0104161827662 9.22553935595765
FBgn0000017 Body 3R 1990000 57.0103860332315 9.22553336282312
FBgn0000017 Body 3R 2e+06 57.010375772953 9.22553132328161
FBgn0000017 Body 3R 2010000 57.0103574626705 9.22552768355777
FBgn0000017 Body 3R 2020000 57.0103461299705 9.22552543084005
FBgn0000017 Body 3R 2030000 57.010353094362 9.22552681522401
FBgn0000017 Body 3R 2040000 57.0103610214082 9.22552839096479
FBgn0000017 Body 3R 2050000 57.010349483427 9.22552609744121
FBgn0000017 Body 3R 2060000 57.0102975131058 9.22551576676472
FBgn0000017 Body 3R 2070000 57.0102911702024 9.2255145059205
FBgn0000017 Body 3R 2080000 57.0102861373266 9.22551350548394
FBgn0000017 Body 3R 2090000 57.0102772545188 9.22551173975677
FBgn0000017 Body 3R 2100000 57.0102863713528 9.22551355200373
FBgn0000017 Body 3R 2110000 57.0102736564008 9.22551102452183
FBgn0000017 Body 3R 2120000 57.010453950465 9.22554686343378
FBgn0000017 Body 3R 2130000 57.0112731120221 9.22570969675797
FBgn0000017 Body 3R 2140000 57.012113484479 9.22587674661118
FBgn0000017 Body 3R 2150000 57.0129869304374 9.2260503710714
FBgn0000017 Body 3R 2160000 57.0138705276977 9.2262260136583
FBgn0000017 Body 3R 2170000 57.0147858883288 9.22640797046376
FBgn0000017 Body 3R 2180000 57.0157104502186 9.22659175657347
FBgn0000017 Body 3R 2190000 57.0166591365514 9.22678033845977
FBgn0000017 Body 3R 2200000 57.0176510109818 9.22697750566637
FBgn0000017 Body 3R 2210000 57.0186659972228 9.22717926741057
FBgn0000017 Body 3R 2220000 57.0196749017396 9.22737982052954
FBgn0000017 Body 3R 2230000 57.0207034537734 9.2275842795668
FBgn0000017 Body 3R 2240000 57.021721328611 9.22778661647794
FBgn0000017 Body 3R 2250000 57.0227746120536 9.22799599238024
